bin_lower,bin_upper,count,mean_confidence,empirical_accuracy,calibration_gap
0.30000000000000004,0.4,119,0.3826424733867855,0.3865546218487395,-0.003912148461954035
0.4,0.5,295,0.4496680260824699,0.49830508474576274,-0.04863705866329282
0.5,0.6000000000000001,175,0.5465741732618439,0.6057142857142858,-0.059140112452441884
0.6000000000000001,0.7000000000000001,127,0.6452351104854406,0.7874015748031497,-0.14216646431770907
0.7000000000000001,0.8,52,0.7406943251836323,0.8846153846153846,-0.14392105943175226
0.8,0.9,23,0.8350211618939494,0.8695652173913043,-0.03454405549735495
0.9,1.0,2,0.9054303605934858,1.0,-0.0945696394065142
